Date,Adj Close,Close,High,Low,Open,Volume
2021-04-12,123.20399475097656,137.44000244140625,139.88999938964844,136.0500030517578,138.86000061035156,10355500
2021-04-13,123.0784912109375,137.3000030517578,138.77000427246094,135.75,138.3800048828125,9225200
2021-04-14,120.79261779785156,134.75,137.83999633789062,133.91000366210938,137.0800018310547,9967800
2021-04-15,123.56255340576172,137.83999633789062,137.99000549316406,135.57000732421875,136.0,11733200
2021-04-16,123.89420318603516,138.2100067138672,139.00999450683594,136.64999389648438,137.6199951171875,6583900
2021-04-19,121.24082946777344,135.25,137.0500030517578,134.08999633789062,136.89999389648438,8728900
2021-04-20,119.58244323730469,133.39999389648438,134.77999877929688,132.7899932861328,134.5500030517578,7473700
2021-04-21,122.08346557617188,136.19000244140625,136.3699951171875,132.5,132.82000732421875,7237900
2021-04-22,119.19699096679688,132.97000122070312,135.9600067138672,132.47000122070312,135.3699951171875,8345100
2021-04-23,121.40216064453125,135.42999267578125,136.11000061035156,133.5399932861328,133.74000549316406,7666600
2021-04-26,124.56655883789062,138.9600067138672,139.69000244140625,135.1199951171875,135.3300018310547,9715400
2021-04-27,123.71491241455078,138.00999450683594,139.3800048828125,136.97999572753906,138.7100067138672,9284500
2021-04-28,122.42411041259766,136.57000732421875,138.27000427246094,135.75,138.1699981689453,13118100
2021-04-29,127.90123748779297,142.67999267578125,145.3000030517578,140.6699981689453,145.00999450683594,20502100
2021-04-30,124.42311096191406,138.8000030517578,142.08999633789062,138.25999450683594,141.07000732421875,11374600
2021-05-03,123.19500732421875,137.42999267578125,139.75999450683594,136.8699951171875,139.6999969482422,7920300
2021-05-04,120.22784423828125,134.1199951171875,136.0,132.4199981689453,136.0,11996300
2021-05-05,120.70295715332031,134.64999389648438,136.4499969482422,134.11000061035156,136.0800018310547,6285500
2021-05-06,121.91315460205078,136.0,136.5399932861328,133.10000610351562,134.49000549316406,8352500
2021-05-07,123.5715103149414,137.85000610351562,138.69000244140625,136.2899932861328,136.94000244140625,6893700
2021-05-10,115.58440399169922,128.94000244140625,136.67999267578125,128.82000732421875,136.02000427246094,19537200
2021-05-11,115.07344818115234,128.3699951171875,128.55999755859375,124.7699966430664,125.25,11948000
2021-05-12,111.71186065673828,124.62000274658203,127.12999725341797,123.68000030517578,126.02999877929688,13529600
2021-05-13,113.94396209716797,127.11000061035156,128.47999572753906,125.87000274658203,127.12000274658203,10633000
2021-05-14,116.66905212402344,130.14999389648438,131.4199981689453,127.80999755859375,128.6300048828125,9391100
2021-05-17,116.3553466796875,129.8000030517578,129.8300018310547,127.70999908447266,129.2899932861328,5917400
2021-05-18,115.55752563476562,128.91000366210938,131.24000549316406,128.7899932861328,130.63999938964844,8651100
2021-05-19,117.12625122070312,130.66000366210938,130.8300018310547,126.44999694824219,127.19000244140625,8112900
2021-05-20,118.90118408203125,132.63999938964844,133.27999877929688,131.4600067138672,131.52999877929688,9208400
2021-05-21,117.84339141845703,131.4600067138672,132.69000244140625,130.49000549316406,132.13999938964844,8674000
2021-05-24,119.14321899414062,132.91000366210938,134.0,131.3300018310547,131.3300018310547,8229300
2021-05-25,119.89620971679688,133.75,134.3000030517578,132.8000030517578,133.5399932861328,7271400
2021-05-26,119.30455780029297,133.08999633789062,134.52000427246094,132.22000122070312,133.8699951171875,6663300
2021-05-27,119.7975845336914,133.63999938964844,134.63999938964844,132.7100067138672,132.72999572753906,7379300
2021-05-28,120.60436248779297,134.5399932861328,135.63999938964844,133.9499969482422,134.14999389648438,7042200
2021-06-01,120.0665283203125,133.94000244140625,136.07000732421875,133.52999877929688,135.10000610351562,7059600
2021-06-02,120.57108306884766,133.82000732421875,134.72999572753906,132.47000122070312,133.17999267578125,6026000
2021-06-03,118.7330322265625,131.77999877929688,133.38999938964844,131.4199981689453,132.64999389648438,6644000
2021-06-04,121.03958892822266,134.33999633789062,135.0500030517578,132.1999969482422,132.52999877929688,7416700
2021-06-07,120.12059783935547,133.32000732421875,133.77000427246094,132.63999938964844,133.6999969482422,5563300
2021-06-08,120.9134521484375,134.1999969482422,135.38999938964844,133.0,134.05999755859375,9657900
2021-06-09,119.73314666748047,132.88999938964844,135.35000610351562,132.7899932861328,135.10000610351562,6717200
2021-06-10,120.93148040771484,134.22000122070312,135.10000610351562,132.5800018310547,133.0500030517578,5522300
2021-06-11,121.29186248779297,134.6199951171875,134.64999389648438,133.64999389648438,133.8000030517578,6529900
2021-06-14,123.71553039550781,137.30999755859375,137.30999755859375,134.7899932861328,135.1999969482422,7912600
2021-06-15,122.15679931640625,135.5800018310547,137.3800048828125,135.22999572753906,137.13999938964844,5723600
2021-06-16,121.58920288085938,134.9499969482422,137.0500030517578,133.66000366210938,136.47000122070312,7404700
2021-06-17,121.9495849609375,135.35000610351562,136.6199951171875,134.08999633789062,134.30999755859375,6618300
2021-06-18,119.83226013183594,133.0,134.5800018310547,132.24000549316406,134.5500030517578,12753600
2021-06-21,120.69719696044922,133.9600067138672,135.10000610351562,132.66000366210938,133.0500030517578,6371400
2021-06-22,121.70633697509766,135.0800018310547,135.30999755859375,133.2899932861328,134.22000122070312,5976400
2021-06-23,122.1027603149414,135.52000427246094,136.22999572753906,134.80999755859375,134.88999938964844,6613800
2021-06-24,124.26513671875,137.9199981689453,138.50999450683594,136.35000610351562,136.6199951171875,7941700
2021-06-25,124.02186584472656,137.64999389648438,139.47000122070312,136.97000122070312,138.4499969482422,7949200
2021-06-28,125.88692474365234,139.72000122070312,140.1699981689453,137.97999572753906,138.22999572753906,6645500
2021-06-29,128.49981689453125,142.6199951171875,142.9499969482422,139.25,139.6300048828125,6885400
2021-06-30,128.7791290283203,142.92999267578125,143.6300048828125,141.83999633789062,142.35000610351562,6449700
2021-07-01,126.85999298095703,140.8000030517578,143.02000427246094,140.35000610351562,142.91000366210938,6094100
2021-07-02,128.4637908935547,142.5800018310547,142.67999267578125,141.25,141.99000549316406,5399100
2021-07-06,127.21138000488281,141.19000244140625,143.17999267578125,139.67999267578125,143.0,7095200
2021-07-07,126.11217498779297,139.97000122070312,142.36000061035156,139.05999755859375,142.24000549316406,5034900
2021-07-08,124.59848022460938,138.2899932861328,138.8699951171875,135.60000610351562,137.72000122070312,7501100
2021-07-09,127.42765045166016,141.42999267578125,141.72999572753906,137.80999755859375,137.88999938964844,7356800
2021-07-12,128.3646697998047,142.47000122070312,143.02000427246094,141.1999969482422,141.39999389648438,6786500
2021-07-13,127.20242309570312,141.17999267578125,142.66000366210938,140.4199981689453,142.44000244140625,5657600
2021-07-14,129.51795959472656,143.75,146.33999633789062,142.5,143.5,11305700
2021-07-15,127.45465087890625,141.4600067138672,144.13999938964844,140.72000122070312,144.1199951171875,6667400
2021-07-16,125.8779525756836,139.7100067138672,142.50999450683594,139.52999877929688,141.8699951171875,5914300
2021-07-19,125.04900360107422,138.7899932861328,138.89999389648438,136.80999755859375,138.32000732421875,9371300
2021-07-20,125.7337417602539,139.5500030517578,140.4199981689453,137.1999969482422,139.02000427246094,6020400
2021-07-21,128.09437561035156,142.1699981689453,142.22000122070312,139.64999389648438,139.64999389648438,6161900
2021-07-22,128.33763122558594,142.44000244140625,142.85000610351562,141.5,142.0,3862600
2021-07-23,130.5360565185547,144.8800048828125,144.99000549316406,142.02999877929688,143.4499969482422,6310400
2021-07-26,129.29269409179688,143.5,144.3800048828125,142.24000549316406,143.9499969482422,6253900
2021-07-27,126.97716522216797,140.92999267578125,143.0,138.2100067138672,142.49000549316406,7575800
2021-07-28,128.33763122558594,142.44000244140625,142.91000366210938,140.13999938964844,141.27000427246094,9303400
2021-07-29,136.0411376953125,150.99000549316406,151.52000427246094,146.41000366210938,146.5,19446900
2021-07-30,134.96896362304688,149.8000030517578,150.41000366210938,148.36000061035156,149.1999969482422,8404800
2021-08-02,134.12200927734375,148.86000061035156,152.27999877929688,148.2100067138672,150.0,10823800
2021-08-03,133.3021240234375,147.9499969482422,149.5800018310547,146.55999755859375,148.91000366210938,6223400
2021-08-04,133.54539489746094,148.22000122070312,149.1999969482422,147.3300018310547,148.02000427246094,5556400
2021-08-05,132.29298400878906,146.8300018310547,147.47000122070312,144.57000732421875,147.24000549316406,7169200
2021-08-06,131.79747009277344,146.27999877929688,148.22999572753906,145.9199981689453,146.1300048828125,5733300
2021-08-09,132.37411499023438,146.9199981689453,147.72000122070312,145.75,146.7899932861328,4966600
2021-08-10,131.4280548095703,145.8699951171875,147.5,142.39999389648438,147.32000732421875,4197100
2021-08-11,132.1578369140625,146.67999267578125,146.7899932861328,144.39999389648438,146.05999755859375,6216000
2021-08-12,132.58132934570312,147.14999389648438,148.0,146.38999938964844,147.75999450683594,5777700
2021-08-13,133.92379760742188,148.63999938964844,149.30999755859375,146.92999267578125,147.0,5764000
